incidentid,age,gender,race,schoolaffiliation,shooteroutcome,shooterdied,injury,chargesfiled,verdict,minorchargedadult,criminalhistory
20190403COAUA,30.0,Male,Other,Other Staff,Fled/Apprehended,No,,"Carrying concealed weapon, making violent threats",,,
20190403FLSAJ,,,,No Relation,Fled/Escaped,No,,,,,
20190405WISTM,59.0,Male,,Other Staff,Unknown,No,,Fired from the school and pleaded guilty to possessing a firearm on school grounds.,pleaded guilty Friday to possessing a firearm on school grounds - served 4 days (time served),,
20190407MAHOL,,,,Unknown,Fled/Escaped,No,,,,,
20190410TXROH,,Male,,No Relation,Fled/Escaped,No,,,,,
20190410TXROH,,Male,,No Relation,Fled/Escaped,No,,,,,
20190417ILWAL,,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
20190424ARCOC,14.0,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
20190425GAWYS,,,,Unknown,Fled/Escaped,No,,,,,
20190426GACRF,,,,Parent,Fled/Escaped,No,,,,,
20190430FLWEW,,,,Police Officer/SRO,Law Enforcement,No,,,,,
20190430VACDW,16.0,Male,,Student,Apprehended/Killed by SRO,No,,,,,
20190507COSTH,18.0,Male,White,Student,Apprehended/Killed by LE,No,,"48 criminal counts, including ""first-degree murder after deliberation, arson and burglary""","Guilty of 46 charges, including first-degree murder, life without parole",No,No
20190507COSTH,16.0,Transgender,White,Student,Apprehended/Killed by LE,No,,"48 criminal counts, including ""first-degree murder after deliberation, arson and burglary""","Plea for 16YO shooter (Maya McKinney, also known as ""Alec,"" pleaded guilty to the following counts:
•first-degree murder in the death of Kendrick Castillo;
•conspiracy to commit first-degree murder after deliberation;
•6 counts of attempted murder after d",Yes,No
20190508ILSEC,18.0,Male,Hispanic,No Relation,Fled/Apprehended,No,,"First degree murder, aggravated battery with a firearm",,,
20190517FLTEJ,19.0,Male,Black,Unknown,Fled/Apprehended,No,,Attempted murder,,,
20190517ORPAP,18.0,Male,Hispanic,Student,Subdued by Students/Staff/Other,No,,"Granados-Diaz was charged with possession of a firearm in a public building, attempting to discharge a firearm at a school, reckless endangerment and possession of a loaded firearm in a public place.",,,
20190530DCHEW,,,,No Relation,Fled/Escaped,No,,,,,
20190606ILGEC,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
20190610ILMEW,15.0,Male,,No Relation,Fled/Apprehended,No,,"Perez charged with aggravated discharge of a firearm within 1,000 feet of a school and aggravated unlawful use of a weapon — possession of a firearm by a felon",,No,
20190610ILMEW,27.0,Male,,No Relation,Fled/Apprehended,No,,"Perez charged with aggravated discharge of a firearm within 1,000 feet of a school and aggravated unlawful use of a weapon — possession of a firearm by a felon",,No,
20190612DCHEW,,,,No Relation,Fled/Escaped,No,,,,,
20190612PAJEE,16.0,Male,,No Relation,Fled/Apprehended,No,,"three counts of attempted murder, aggravated assault and conspiracy to commit aggravated assault",,Yes,
20190612PAJEE,18.0,Female,,Intimate Relationship,Fled/Apprehended,No,,"three counts of attempted murder, aggravated assault and conspiracy to commit aggravated assault",,,
20190613NJTAW,46.0,Male,White,Unknown,Surrendered,No,,"Unlawful possession of weapon, trespassing on school grounds, possession of hollow-point bullets",,,
20190621MICAF,,,,Unknown,Fled/Escaped,No,,,,,
20190629COJAC,,Male,,No Relation,Fled/Escaped,No,,,,,
20190701NYSCN,,Male,,No Relation,Fled/Escaped,No,,,,,
20190702AKWIA,22.0,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,Assault 1 and Reckless Endangerment,,,
20190711CTBUH,23.0,Female,Hispanic,No Relation,Fled/Apprehended,No,,Murder; Attempted Murder,,,
20190719CAMOS,,Male,,Unknown,Fled/Escaped,No,,No suspect to charge,,,
20190808ALBLM,38.0,Male,,Parent,Surrendered,No,,Discharging a firearm into an occupied vehicle,Ordered to mental health treatment,,
20190815TNEAN,15.0,Male,,Rival School Student,Fled/Apprehended,No,,,,,
20190817GALAA,15.0,Male,,Student,Fled/Apprehended,No,,,,No,
20190820PASAC,,Male,,Parent,Surrendered,No,Wounded,,,,
20190823GAPEC,15.0,Male,,Unknown,Unknown,No,,aggravated assault and aggravated battery,,No,
20190823MOPAS,,Male,,Unknown,Fled/Escaped,No,,No suspect to charge,,,
20190823MOROS,,,,Unknown,Fled/Escaped,No,,,,,
20190824PAWIP,,Male,,No Relation,Fled/Escaped,No,,,,,
20190827CAHOL,,,,Unknown,Fled/Escaped,No,,No suspect to charge,,,
20190827NYROR,,Male,,Unknown,Fled/Escaped,No,,,,,
20190830ALLAM,17.0,Male,Black,Student,Fled/Apprehended,No,,9 counts of attempted murder,,Yes,
20190830NCKIK,17.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,"Ni’yon Lathon, 17, of Kinston and Rahmel Gray, 19, of Pink Hill were arrested in connection to the shooting.

Lathon was charged with Possession of a Weapon on Educational Property, Discharging a firearm on Educational Property, Possession of a Handgun by",,,
20190830OHCET,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
20190902MDNOB,,,,No Relation,Fled/Escaped,No,,,,,
20190906ALCEC,,,,Unknown,Fled/Escaped,No,,No suspect to charge,,,
20190906PAMCJ,40.0,Male,Black,Unknown,Fled/Apprehended,No,,homicide and reckless endangerment,,,
20190906PAWEM,,,,Unknown,Fled/Escaped,No,,,,,
20190910SCSOA,,Male,Black,Unknown,Fled/Escaped,No,,"A 17-year-old juvenile has been charged with trespassing, disorderly conduct and disturbing schools, according to an Aiken Department of Public Safety news release.

 Unknown suspect
An unidentified suspect stands with a gun at in the South Aiken High Sch",,No,
20190912KSMAM,,Male,,No Relation,Fled/Escaped,No,,"Four people were taken into custody, and the driver was arrested by the Kansas Highway Patrol for violations stemming from the chase",,,
20190913UTGRW,,Male,,No Relation,Fled/Apprehended,No,,8 arrested,,,
20190913VAETN,,,,Unknown,Fled/Escaped,No,,,,,
20190914TXEAF,,Male,,Relative,Fled/Escaped,No,,,,,
20190916ILILK,,Male,,No Relation,Fled/Escaped,No,,,,,
20190916VAPHH,,Male,,No Relation,Fled/Apprehended,No,,Charges pending,,,
20190920PASIP,,Male,,Unknown,Fled/Escaped,No,,,,,
20190927NCZEC,,,,Unknown,Fled/Escaped,No,,,,,
20191002GASOA,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Subdued by Students/Staff/Other,No,,,,,
20191008COSHS,16.0,Male,,Rival School Student,Fled/Apprehended,No,,"Charged as an adult with attempted murder, assault with a deadly weapon, illegal discharge of a firearm, possession of a weapon on school grounds, and a misdemeanor count of possession of a handgun by a juvenile.",,,
20191008TXWEH,,,,Student,Unknown,No,,,,,
20191009MAGRL,,Male,Asian,Unknown,Fled/Apprehended,No,,"12YOM charged, 11YOMs cannot be charged under state law",,No,
20191009MAGRL,,Male,Asian,Unknown,Fled/Apprehended,No,,"12YOM charged, 11YOMs cannot be charged under state law",,No,
20191011LARAR,15.0,Male,,Unknown,Fled/Apprehended,No,,"Nickerson was booked on the following charges:

First Degree Murder (Attempted),
Illegal Carrying of a Weapon
Carrying a firearm or dangerous weapon by a student or non-student at a school
Unlawful disruption of the operation of a school.
Officers are sti",,,
20191015LAGEN,,Male,,Unknown,Fled/Escaped,No,,,,,
20191018GACRS,19.0,,,Unknown,Fled/Escaped,No,,Charged with possession of a weapon on school grounds.,,,
20191018OHWOT,,,,Unknown,Fled/Escaped,No,,No suspect to charge,,,
20191022CARIS,17.0,Male,Black,Student,Fled/Apprehended,No,,Charged with attempted murder and three additional felony charges,"2 years as juvenile, judge denied move to adult court",Yes,
20191027MDLAL,34.0,Male,Hispanic,No Relation,Fled/Apprehended,No,,"attempted second-degree murder, first-degree assault, reckless endangerment and the use of a handgun in a felony",,,
20191029NYNEN,,Male,Black,Student,Fled/Escaped,No,,,,,
20191108CAEDS,,,,Unknown,Fled/Escaped,No,,,,,
20191108TXROD,,Male,,Unknown,Fled/Escaped,No,,,,,
20191111MDACB,,Male,,Unknown,Fled/Escaped,No,,,,,
20191113CAESL,,,,Police Officer/SRO,Law Enforcement,No,,,,,
20191114CASAS,16.0,Male,Asian,Student,Suicide,Yes,Suicide,Died,,,
20191115NJPLP,31.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,three counts of attempted murder and two weapons counts,,,
20191121ILRIO,19.0,Male,Black,Student,Fled/Apprehended,No,,criminal damage to property and battery,,No,
20191124CASEU,18.0,Male,Hispanic,No Relation,Fled/Apprehended,No,,Murder X2,,,
20191124CASEU,17.0,Male,Hispanic,No Relation,Fled/Apprehended,No,,Murder X2,,,
20191125ILCAC,,Male,,No Relation,Fled/Escaped,No,,,,,
20191126WASAV,38.0,Male,Black,Parent,Fled/Apprehended,Yes,Suicide,Suicide,,,
20191201ALMOM,31.0,Male,White,No Relation,Fled/Apprehended,No,,,,,
20191202WIWAW,17.0,Male,,Student,Apprehended/Killed by SRO,No,Wounded,felony count of second-degree recklessly endangering safety and a dozen other felony bail jumping counts,Plead no contest: misdemeanor possession of a dangerous weapon at a school and a single count of felony bail jumping,No,
20191203WIOSO,,Male,,Police Officer/SRO,Law Enforcement,No,Wounded,,,,
20191203WITHM,13.0,Male,,Student,Fled/Apprehended,No,,suspicion of possessing a firearm on school grounds,,,
20191204NMPIL,,Male,Hispanic,Police Officer/SRO,Law Enforcement,No,,Prohibited use of a firearm,,,
20191210ALDED,22.0,Male,White,Intimate Relationship,Fled/Apprehended,No,,"discharging a firearm within city limits, reckless endangerment and bond revocation",,,
20191210KSJCK,,,,Unknown,Fled/Escaped,No,,,,,
20191210NJSAJ,47.0,Male,White,No Relation,Unknown,No,,,,,
20191210NJSAJ,50.0,Female,White,No Relation,Unknown,No,,,,,
20191211INEVE,,,,Unknown,Fled/Escaped,No,,,,,
20191211KSCHT,,,,Unknown,Fled/Apprehended,No,,,,,
20191213VAMAN,17.0,Male,,Student,Surrendered,No,Wounded,,,,
20191216CTCAN,,Male,,No Relation,Fled/Escaped,No,,,,,
20191219FLLEN,50.0,Male,Hispanic,No Relation,Fled/Apprehended,No,,Second Degree Murder,"Second Degree Murder, Life in Prison",,
20191221LAWES,34.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,two counts of second-degree battery and illegal use of weapons,,,
20191228MOMAS,17.0,Male,Black,No Relation,Fled/Apprehended,No,,1st degree murder,,Yes,
20200107WASOK,16.0,Male,,Student,Fled/Apprehended,No,,1st Degree Malicious Mischief,,No,
20200107WASOK,16.0,Male,,Student,Fled/Apprehended,No,,1st Degree Malicious Mischief,,No,
20200108FLGLB,,,,Unknown,Surrendered,No,Wounded,,,,
20200110MSMCJ,13.0,Male,,Student,Unknown,No,,,,,
20200111TXELD,15.0,Male,Black,Unknown,Surrendered,No,,Murder,,,
20200114TXBEH,16.0,Male,,Student,Fled/Apprehended,No,,Manslaughter,"Guilty of manslaughter, 12 years",Yes,
20200114TXPOM,17.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,Both face charges of offenses of discharge of a firearm in certain municipalities and places weapons prohibited,,,
20200114TXPOM,17.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,Both face charges of offenses of discharge of a firearm in certain municipalities and places weapons prohibited,,,
20200117MITHH,25.0,Male,,Parent,Surrendered,No,,"carrying a pistol in a vehicle in a school zone, which is a felony punishable by up to five years in prison.","pleaded guilty to possession of a weapon in a weapon free school zone, 93 days in jail",,
20200117SCCAS,16.0,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
20200119TXNOF,,Male,,No Relation,Fled/Escaped,No,,,,,
20200119TXNOF,,Male,,No Relation,Fled/Escaped,No,,,,,
20200121ILLIC,,Male,,Unknown,Fled/Escaped,No,,,,,
20200121NEPAL,,,,Unknown,Fled/Escaped,No,,,,,
20200123CAOXO,,,,No Relation,Fled/Escaped,No,,,,,
20200127WAROY,18.0,Male,Hispanic,No Relation,Fled/Apprehended,No,,"2 counts of 2nd degree Assault, 1st degree Attempted Robbery, 1st degree Possession of a Stolen Firearm, and Possession of a Dangerous Weapon on School Grounds.",,,
20200128NYMAQ,16.0,Male,,Student,Surrendered,No,Wounded,,,,
20200128TNWHM,18.0,Male,Black,Unknown,Fled/Escaped,No,,,,,
20200128TXLUL,17.0,Male,Black,No Relation,Fled/Apprehended,No,,Attempted murder,,Yes,
20200131CADEA,15.0,Male,,Unknown,Fled/Apprehended,No,,warrant for homicide and for having a gun on a school campus,,No,
20200201TXHIH,,Male,,No Relation,Fled/Escaped,No,,,,,
20200203FLGEJ,,,,No Relation,Fled/Escaped,No,,,,,
20200204LABEA,17.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by SRO,No,,The brothers face charges for carrying a firearm on school property. Julian is also charged with aggravated assault with a firearm.,,,
20200205NHSEC,17.0,Male,,Student,Suicide,Yes,Suicide,,,,No
20200212MOJOF,,Male,,Parent,Fled/Escaped,No,,"The father has been charged with unlawful use of a weapon, seven counts of endangering the welfare of a child, and property damage.",,,
20200215DCDUW,,,,Unknown,Fled/Escaped,No,,,,,
20200221NMCEA,,,,Unknown,Fled/Escaped,No,,,,,
20200302TXNOF,,Male,,Student,Apprehended/Killed by LE,No,,"unlawful carry of a weapon, carrying in a place where weapons are prohibited and deadly conduct",,,
20200305FLSAW,55.0,Male,Hispanic,Security Guard,Fled/Apprehended,No,,"possession of a firearm on school property, a third degree felony",,No,
20200310PASHN,41.0,Male,,Unknown,Fled/Apprehended,No,,"charged with two counts of attempted homicide, eight counts of aggravated assault and one count of discharge of a firearm into an occupied structure. In addition, he was charged with firearms not to be carried without a license, prohibited offensive weapo","Plea deal, 3-6 year in prison with 4 years of probation",,
20200313TNPIR,,Male,,Police Officer/SRO,Law Enforcement,No,,,,,
20200315TXATH,20.0,Male,Black,Former Student,Fled/Apprehended,No,,Murder warrant,,,
20200318LABOS,,Male,,Unknown,Fled/Escaped,No,,,,,
20200324LAROM,,Male,,No Relation,Fled/Apprehended,No,,,,,
20200324LAROM,26.0,Male,,No Relation,Fled/Apprehended,No,,Attempted 2nd degree murder,,,
20200324LAROM,,Male,,No Relation,Fled/Apprehended,No,,,,,
20200330GANAS,,,,No Relation,Fled/Apprehended,No,,Aggrevated assault,,,
20200330GANAS,,,,No Relation,Fled/Apprehended,No,,Aggrevated assault,,,
20200413NEMOO,,Male,,No Relation,Fled/Escaped,No,,,,,
20200505CAGOV,,,,Unknown,Fled/Escaped,No,,,,,
20200515NCSTC,,Male,White,No Relation,Fled/Apprehended,No,,Two counts of attempted murder,,,
20200519VAWEM,18.0,Male,,No Relation,Fled/Apprehended,No,,"reckless handling of a firearm, shooting a firearm in a public place, shooting a firearm on school property and possession of a weapon on school grounds",,,
20200522OHMIC,,,,Unknown,Fled/Escaped,No,,,,,
20200525ALORM,,Male,,No Relation,Fled/Escaped,No,,Robbery 1st and Assault 1st,,,
20200527OHLUC,21.0,Male,,No Relation,Apprehended/Killed by Other,Yes,Fatal,,,,
20200527OHLUC,,Male,,No Relation,Surrendered,No,Wounded,,,,
20200603IAGAD,,Male,,No Relation,Fled/Escaped,No,,,,,
20200618INJOI,,,,No Relation,Fled/Escaped,,,,,,
20200621INCOC,14.0,Male,,Unknown,Fled/Apprehended,No,,"Theft of a Firearm, Possession of a Handgun on School Property, Criminal Recklessness with a Firearm, Unlawful Entry of a Vehicle, Criminal Mischief",,No,
20200621INCOC,16.0,Male,,Unknown,Fled/Apprehended,No,,"Theft of a Firearm, Possession of a Handgun on School Property, Criminal Recklessness with a Firearm, Unlawful Entry of a Vehicle, Criminal Mischief",,No,
20200621INCOC,16.0,Male,,Unknown,Fled/Apprehended,No,,Possession of a Handgun without a License and Theft of a Handgun,,No,
20200616FLTOM,,Male,,No Relation,Fled/Escaped,No,,,,,
20200627VAHAS,17.0,Male,,Unknown,Fled/Apprehended,No,,"Attempted malicious wounding, reckless handling of a firearm, discharging a weapon on school property, and underage possession of a firearm",,No,
20200714MIWID,,Male,,No Relation,Fled/Escaped,No,,,,,
20200701ILFRP,25.0,Male,White,No Relation,Fled/Apprehended,No,,Felony aggravated discharge of firearm,,,
20200704INLAM,22.0,Male,White,No Relation,Fled/Apprehended,No,,Murder,,,
20200721SCBRO,21.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,Murder,,,
20200727AZCAO,40.0,Male,,Other Staff,Apprehended/Killed by Other,Yes,Fatal,,,,
20200804PAKEP,29.0,Male,,No Relation,Fled/Apprehended,No,,,,,
20200729ILCOC,17.0,Male,,,Apprehended/Killed by LE,No,Wounded,,,,
20200817MIABG,,Male,,No Relation,Fled/Escaped,No,,,,,
20200825MOWEC,,,,No Relation,Fled/Escaped,No,,,,,
19850418TNSOS,18.0,Male,,Student,Apprehended/Killed by LE,No,,charges of felonious assault with intent to commit first degree murder and carrying a dangerous weapon on school property,,,No
20190522OHSAC,13.0,Male,,No Relation,Fled/Apprehended,No,,delinquency murder (minor),"guilty, prison until 21",No,
20191115NJPLP,28.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,possession of a weapon by a convicted person,"guilty, 5 years",No,
20200830TXLOD,17.0,Male,Hispanic,No Relation,Fled/Apprehended,No,,Murder,,Yes,
20200904FLLOJ,,,,No Relation,Fled/Escaped,No,,,,,
20200903GADOA,,,,No Relation,Fled/Escaped,No,,,,,
20200630OHLAW,19.0,Male,White,No Relation,Fled/Apprehended,No,,"improperly discharging a firearm into a school, vandalism, and a gun charge.",,No,
20200909TXSOH,,Male,,No Relation,Fled/Escaped,No,,,,,
20200910ILPEP,,Male,,No Relation,Fled/Escaped,No,,,,,
20191022NJBRB,17.0,Male,Black,Student,Fled/Apprehended,No,,four counts of attempted murder and weapons charges,,Yes,
20200916WAARG,,Male,,No Relation,Surrendered,No,,,,,
20200915UTVIB,27.0,Male,,No Relation,Apprehended/Killed by LE,Yes,Fatal,Killed,,No,History of mental illness.
20200915SCYOR,,,,,Fled/Escaped,No,,,,,
20200917OHELA,,Male,,,Fled/Escaped,No,,,,,
20200916CASOS,20.0,Male,Hispanic,No Relation,Fled/Apprehended,No,,Murder,,,
20200910OHSAC,,,,No Relation,Fled/Escaped,No,,,,,
20200920UTLIS,,,,No Relation,Fled/Escaped,No,,,,,
20200918KYWIL,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
20200917ORDRP,,,,No Relation,Fled/Escaped,No,,,,,
20200919CAKRS,,,,,Fled/Escaped,No,,,,,
20200921CAPLP,46.0,Male,,No Relation,Attempted Suicide,No,Wounded,,,,
20200909PAWEW,,Male,White,No Relation,Fled/Escaped,No,,,,,
20200923FLHIJ,18.0,Male,Black,No Relation,Fled/Apprehended,No,,charged with shooting into an occupied vehicle,,No,
20200923PAWIW,22.0,Male,Black,No Relation,Fled/Apprehended,No,,felony aggravated assault and carrying a firearm without a license,"5 years of probation, pleaded guilty to aggravated assault and carrying a firearm without a license",,
20200924ILMCS,,Male,,No Relation,Apprehended/Killed by LE,No,,"charges of aggravated battery, aggravated assault, and criminal damage to property",,,
20200924CAWAC,25.0,Male,Hispanic,No Relation,Apprehended/Killed by LE,No,,"shooting at an inhabited dwelling, negligent discharge of a firearm, child endangerment and possession of an illegal assault weapon",,,
